jenis,kategori,jenis_kulit,merk,nama_product,link_gambar,nama_gambar,key_ingredients,ingredients,deskripsi,no_BPOM,hamil_menyusui,kondisi_kulit,sensitif,tujuan,kegunaan,fungsi
Treatment,Skin Soothing Treatment,Berjerawat,,,,_,,,,,Tidak,,b,b,,g
Treatment,Skin Soothing Treatment,Berjerawat,,,,_,,,,,Tidak,,b,b,,g
Treatment,Skin Soothing Treatment,Berjerawat,,,,_,,,,,Tidak,,b,b,,g
Treatment,Brow & Lash Treatment,Berjerawat,,,,_,,,,,Tidak,,b,b,,g
Treatment,Brow & Lash Treatment,Berjerawat,,,,_,,,,,Tidak,,b,b,,g
Treatment,Brow & Lash Treatment,Berjerawat,,,,_,,,,,Tidak,,b,b,,g
Treatment,Peeling,Berjerawat,Somethinc,AHA BHA PHA Peeling Serum,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1581047678_AHABHAPHAP_800x800.jpg,somethinc_ahabhaphapeelingserum,"Anti-acne: Niacinamide, Salicylic Acid
Cell-communicating ingredient: Niacinamide
Exfoliant: Lactobionic Acid, Glycolic Acid, Salicylic Acid, Lactic Acid
Skin brightening: Niacinamide
Skin-identical ingredient: Sodium Hyaluronate, Glycerin
Soothing: Panthenol, Salicylic Acid
","Niacinamide, Lactobionic Acid, Panthenol, Glycolic Acid, Water, Sodium Hyaluronate, Glycerin, Salicylic Acid, Hydroxyethylcellulose, Hibiscus Sabdariffa Flower Extract, Citric Acid, Lactic Acid, Phenoxyethanol, Triethanolamine, Daucus Carota Sativa (Carrot) E","Membantu membersihkan pori-pori yang tersumbat, mengangkat sel kulit mati, & menjaga tingkat kelembaban kulit.",NA18220200930,Ya,,b,b,"Membersihkan pori-pori tersumbat, mengangkat sel kulit mati, menjaga kelembaban kulit, menyamarkan bekas jerawat, meregenerasi kulit, membuat wajah lebih cerah, melindungi kulit dari kerusakan akibat paparan sinar UV","b,d"
Treatment,Peeling,Berjerawat,Whitelab,Peeling Serum AHA BHA PHA,https://image.femaledaily.com/dyn/210/images/prod-pics/c276d3074a1a2b6bffdee4c2426a71de.jpg,whitelab_peelingserumahabhapha,"Anti-acne: Niacinamide (2%), Salicylic Acid (2%)
Cell-communicating ingredient: Niacinamide (2%)
Exfoliant: Mandelic Acid (5%), Salicylic Acid (2%), Lactobionic Acid (2%)
Skin brightening: Niacinamide (2%), Glycyrrhiza Glabra Root Extract
Skin-identical ingredient: Glycerin
Soothing: Salicylic Acid (2%), Glycyrrhiza Glabra Root Extract, Dipotassium Glycyrrhizate, Allantoin","Aqua, Butylene Glycol, Mandelic Acid (5%), Ethyl Alcohol, Niacinamide (2%), Salicylic Acid (2%), Lactobionic Acid (2%), Glycerin, Glycyrrhiza Glabra Root Extract, PEG-40 Hydrogenated Castor Oil, Dipotassium Glycyrrhizate, Allantoin, Xanthan Gum, Parfum
","Meningkatkan kehalusan kulit, dengan cepat membuka pori-pori, membantu mencerahkan warna kulit.",NA18200108055,Harap Konsultasi terlebih dahulu,,b,b,"Mencerahkan kulit dan meratakan warna kulit, Membersihkan sel kulit mati, kotoran, dan minyak hingga ke kulit terdalam, Membantu mengangkat komedo dan meminimalisir penampakan pori-pori",d
Treatment,Peeling,Berjerawat,Some by Mi,AHA BHA PHA 30 Days Miracle Serum,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1615355229_AHA_BHA_PH_800x800.jpg,somebymi_ahabhapha30daysmiracleserum,"Anti-acne: Niacinamide
Antioxidant: Centella Asiatica Extract, Olea Europaea Fruit Oil, Curcuma Longa (Turmeric) Root Extract, Houttuynia Cordata Extract, (Rosemary) Extract, Angelica Keiskei Extract, Camellia Sinensis Leaf Extract, Oryza Sativa (Rice) Bran Oil, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Chamomilla Recutita (Matricaria) Flower Extract, Madecassoside
Cell-communicating ingredient: Niacinamide
Exfoliant: Glycolic Acid, Malic Acid, Lactic Acid, Tartaric Acid, Lactobionic Acid
Skin brightening: Niacinamide, Curcuma Longa (Turmeric) Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract
Skin-identical ingredient: Glycerin, Sodium PCA
Soothing: Centella Asiatica Extract, Curcuma Longa (Turmeric) Root Extract, Houttuynia Cordata Extract, (Rosemary) Extract, Camellia Sinensis Leaf Extract, Scutellaria Baicalensis Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Chamomilla Recutita (Matricaria) Flower Extract, Madecassoside
","Water, Centella Asiatica Extract, Butylene Glycol, 1,2-Hexanediol, Ethylhexylglycerin, Cetyl Ethylhexanoate, Caprylic/​Capric Triglyceride, Glycerin, Water, Olea Europaea Fruit Oil, Propanediol, Alcohol, Water, 1,2-Hexanediol, Niacinamide, Melaleuca Alternifolia (Tea Tree) Leaf Water, Butylene Glycol, Pentylene Glycol, Caprylyl Glycol, 1,2-Hexanediol, Sodium Chloride, Citrus Paradisi (Grapefruit) Peel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Curcuma Longa (Turmeric) Root Extract, Melia Azadirachta Flower Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Bark Extract, Corallina Officinalis Extract, Moringa Oleifera Seed Oil, Ocimum Sanctum Leaf Extract, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Water, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Paradisi, (Grapefruit) Peel Oil, Boswellia Carterii Oil, Pelargonium Graveolens Flower Oil, Amyris Balsamifera Bark Oil, Ethylhexylglycerin, Disodium EDTA, Water, Sodium Lactate, Sodium PCA, Glycerin, Citric Acid, Glycolic Acid, Malic Acid, Lactic Acid, Pyruvic Acid, Tartaric Acid, Gaultheria Procumbens Leaf Extract, Lactobionic Acid, Xanthan Gum, Water, Butylene Glycol, Lavandula Angustifolia (Lavender) Extract, Ocimum Basilicum Leaf Extract, Houttuynia Cordata Extract, Syringa Vulgaris (Lilac) Extract, Rosmarinus Officinalis, (Rosemary) Extract, Angelica Keiskei Extract, Althaea Officinalis Root Extract, Camellia Sinensis Leaf Extract, Butylene Glycol, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Camellia Oleifera Seed Oil, Rosa Canina Fruit Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Camellia Sinensis Seed Oil, Oryza Sativa (Rice) Bran Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Butylene Glycol, Water, Centella Asiatica Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Madecassoside
","AHA, BHA, dan PHA sangat baik dalam bekerja sebagai eksfoliator dan pembersih kulit yang efektif. Semua Jenis Kulit. Mengandung Tea Tree 10.000 PPM yang memiliki rangsangan rendah dan mengangkat sel kulit mati secara efektif.",NA26210100169,Tidak,,b,b,"mengangkat sel kulit mati dan kotoran, serta menjaga keseimbangan kadar air dan minyak dalam kulit untuk menjadikan kulit lebih halus dan sehat, mengeksfoliasi sel kulit mati dan membersihkan sebum serta kotoran, mengontrol sebum berlebih.",g
Treatment,Serum & Essence,Berjerawat,Wardah,Acnederm Serum,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1646190980_885f2aa588_800x800.jpg,wardah_acnedermserum,"Anti-acne: Niacinamide, Potassium Azeloyl Diglycinate, Salicylic Acid, Melaleuca Alternifolia Leaf Oil
Antioxidant: Melaleuca Alternifolia Leaf Oil
Cell-communicating ingredient: Niacinamide
Exfoliant: Salicylic Acid
Skin brightening: Niacinamide, Potassium Azeloyl Diglycinate
Skin-identical ingredient: Glyserin, Sodium Hyaluronate
Soothing: Potassium Azeloyl Diglycinate, Salicylic Acid, Allantoin, Melaleuca Alternifolia Leaf Oil, Salix Alba Bark Extract
","Aqua, Ethanol, Propanediol, Niacinamide, Methyl Gluceth-20, Potassium Azeloyl Diglycinate, Salicylic Acid, Xanthan Gum, 1,2-Hexanediol, Aminomethyl Propanol, Glyserin, Chlorphenesin, Allantoin, Polyacrylate Crosspolymer-6, Sclerotium Gum, Tetrasodium EDTA, Caprylyl Hydroxamic Acid, Melaleuca Alternifolia Leaf Oil, Sodium Hyaluronate, Potassium Chloride, Phenoxyethanol, Trideceth-9, PEG-40 Hydrogenated Castor Oil, Salix Alba Bark Extract, Caprylyl Glycol, Polysorbate 20, Potassium Sorbate, Sodium Benzoate
","Serum multifungsi dengan kombinasi bahan aktif azeclair™, asam salisilat, dan minyak pohon teh yang diformulasikan untuk kulit berjerawat.",NA18210110840,Harap Konsultasi terlebih dahulu,,b,b,"Membantu mengurangi kemerahan dan peradangan pada kulit yang berjerawat, sehingga kulit terlihat lebih tenang dan sehat",f
Treatment,Serum & Essence,Berjerawat,NPURE,Cica Biome Acne Serum Essence,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1672046945_NPURE_Cica_800x800.jpg,npure_cicabiomeacneserumessence,"Anti-acne: Niacinamide, Salicylic Acid
Antioxidant: Centella Asiatica Leaf Extract, Madecassoside, Citrus Unshiu Peel Extract, Citrus Junos Seed Extract, Vitis Vinifera Seed Extract, Vitis Vinifera Skin Extract
Cell-communicating ingredient: Niacinamide
Exfoliant: Salicylic Acid
Skin brightening: Niacinamide, Citrus Unshiu Peel Extract
Skin-identical ingredient: Glycerin
Soothing: Centella Asiatica Leaf Extract, Salicylic Acid, Madecassoside, Allantoin, Dipotassium Glycyrrhizate, Sodium Nitrate","Aqua, Butylene Glycol, Pentylene Glycol, Glycerin, Methylpropanediol, Niacinamide, Propylene Glycol, Centella Asiatica Leaf Extract, Propanediol, Salicylic Acid, Madecassoside, Allantoin, Dipotassium Glycyrrhizate, Citrus Unshiu Peel Extract, Citrus Junos Seed Extract, Actinidia Chinensis Seed Extract, Fragaria Chiloensis (Strawberry) Fruit Extract, Vitis Vinifera Leaf Extract, Vitis Vinifera Seed Extract, Vitis Vinifera Skin Extract, Garcinia Mangostana Peel Extract, Phenoxyethanol, Hydroxyethylcellulose, Disodium EDTA, Tromethamine, Sodium Hydroxide, Citric Acid, Potassium Sorbate, Sodium Benzoate, Sodium Nitrate, Sodium Phosphate, Disodium Phosphate, Polylysine","Serum essence dengan teknologi acne biome untuk membantu melawan bakteri penyebab jerawat. Diperkaya dengan 8 ekstrak tumbuhan anti jerawat yang memberikan efek menenangkan & menenangkan, membantu menenangkan kulit yang kemerahan dan menyamarkan noda hitam akibat jerawat, kulit menjadi lebih halus dan tampak lebih cerah. AHA, BHA, dan PHA sangat baik dalam bekerja sebagai eksfoliator dan pembersih kulit yang efektif. Semua Jenis Kulit. Mengandung Tea Tree 10.000 PPM yang memiliki rangsangan rendah dan mengangkat sel kulit mati secara efektif.",NA18220102657,Ya,,b,b,"membantu melawan bakteri penyebab jerawat, membantu menenangkan kulit kemerahan dan menyamarkan noda hitam akibat jerawat, kulit akan menjadi lebih halus dan tampak lebih cerah",f
Treatment,Serum & Essence,Berjerawat,Somethinc,Supple Power Hyaluronic9+ Onsen Essence Toner,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1615881556_Somethinc__800x800.jpg,somethinc_supplepowerhyaluronic9+onsenessencetoner,"Anti-acne: Niacinamide
Antioxidant: Caffeine, Tocopherol
Cell-communicating ingredient: Niacinamide, Adenosine
Skin brightening: Niacinamide
Skin-identical ingredient: Sodium Hyaluronate, Hyaluronic Acid
Soothing: Allantoin
","Onsen-Sui (79%), Water, Niacinamide, Butylene Glycol, 1,2-Hexanediol, Dipropylene Glycol, Chondrus Crispus(Carrageenan) Extract, Caprylyl Glycol, Saccharum Officinarum (Sugarcane) Extract, Betaine, Sodium Citrate, Propanediol, Polyglyceryl-10 Laurate, Sodium Hyaluronate, Citric Acid, Adenosine, Allantoin, Hyaluronic Acid, Plumeria Alba (Frangipani) Flower Oil, Ethylhexylglycerin, Hydrolyzed Hyaluronic Acid, Hydroxypropyltrimonium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Sodium Acetylated Hyaluronate, Caffeine, PEG-9 Diglycidyl Ether/​Sodium Hyaluronate Crosspolymer, Potassium Hyaluronate, Tocopherol, Dimethylsilanol Hyaluronate, Sodium Benzoate
","Temukan kesegaran 79% air panas onsen belgia & 9 lapisan asam hialuronat, yang menghidrasi kulit hingga ke pori-pori terdalam. dan minyak pohon teh yang diformulasikan untuk kulit berjerawat.",NA18211200622,Ya,,b,b,"Menghidrasi kulit hingga pori-pori terdalam, 48 jam mengunci kelembaban, Kaya akan mineral untuk memberikan kelembaban maksimal di setiap lapisan kulit, menjaga elastisitas kulit, menyeimbangkan pH kulit setelah eksfoliasi & mempersiapkan kulit untuk menyerap serum + pelembab secara maksimal.",b
Treatment,Acne Treatment,Berjerawat,Wardah,Acnederm Acne Spot Treatment Gel,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1569927089_Wardah_Acn_800x800.jpg,wardah_acnedermacnespottreatmentgel,"Anti-acne: Salicylic Acid
Antioxidant: Cinnamomum Zeylanicum Bark Extract, Centella Asiatica Extract, Phragmites Kharka Extract, Poria Cocos Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Chamomilla Recutita Flower Extract, Rosemary Leaf Extract
Exfoliant: Salicylic Acid
Skin brightening: Licorice Root Extract
Soothing: Salicylic Acid, Centella Asiatica Extract, Phragmites Kharka Extract, Poria Cocos Extract, Scutellaria Baicalensis Root Extract, Camellia Sinensis Leaf Extract, Licorice Root Extract, Chamomilla Recutita Flower Extract, Rosemary Leaf Extract
","Aqua, Propylene Glycol, Salicylic Acid, Polyacrylate Crosspolymer-6, Xanthan Gum, Amylopectin, Dextrin, Phenoxyethanol, Capryloyl Glycine, Hexylene Glycol, Butylene Glycol, Sarcosine, Disodium EDTA, Ethylhexylglycerin, Cinnamomum Zeylanicum Bark Extract, Epilobium Angustifolium Extract, Centella Asiatica Extract, Sodium Citrate, Phragmites Kharka Extract, Poria Cocos Extract, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Citric Acid, Sodium Benzoate, Camellia Sinensis Leaf Extract, Licorice Root Extract, Chamomilla Recutita Flower Extract, Rosemary Leaf Extract, Sodium Metabisulfite
",Derma Treat Actives dengan BHA dan Ekstrak Willowherb,NA18170104077,Harap Konsultasi terlebih dahulu,,b,b,"mengatasi kulit berjerawat, menghaluskan tekstur kulit kasar, menenangkan jerawat, menjaga kelembaban kulit","b,f"
Treatment,Acne Treatment,Berjerawat,The Originote,Acne Spot Cream,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1663232578_The_Origin_800x800.jpg,theoriginote_acnespotcream,"Water, Cetearyl Alcohol, Glycerin, Butylene Glycol, Tranexamic Acid, Salicylic Acid, Niacinamide, Glyceryl Stearate, PEG-100 Stearate, Propanediol, Ammonium Acryloyldimethyltaurate/​VP Copolymer, 1,2-Hexanediol, Cetearyl Glucoside, Melaleuca Leucadendron Cajaput Oil, Methylpropanediol, Allantoin, Lactobacillus/​Rice Ferment, Hexamidine Diisethionate, Sulfur, Dextrin, Caprylhydroxamic Acid, Acacia Senegal Gum, Stephania Tetrandra Extract, Calamine, Centella Asiatica Extract, Trehalose, Hydroxyacetophenone, Xanthan Gum
","Anti-acne: Salicylic Acid, Niacinamide, Sulfur
Antioxidant: Centella Asiatica Extract
Cell-communicating ingredient: Niacinamide
Exfoliant: Salicylic Acid
Skin brightening: Tranexamic Acid, Niacinamide
Skin-identical ingredient: Glycerin
Soothing: Tranexamic Acid, Salicylic Acid, Allantoin, Centella Asiatica Extract
","Krim jerawat yang dapat membantu menyembuhkan jerawat lebih cepat. Asam salisilat membantu mengurangi jerawat, mengangkat sel kulit mati, membersihkan pori-pori yang tersumbat dan bertindak sebagai eksfoliator ringan untuk mengurangi bekas jerawat. Calamine dan sulfur membantu menyembuhkan iritasi kulit, meredakan rasa gatal, mengeringkan noda dan bertindak sebagai anti-inflamasi dan anti-bakteri pada kulit untuk mencegah timbulnya jerawat di kemudian hari.",NA18210112477,Tidak,,b,b,"membantu menyembuhkan jerawat lebih cepat, dan dapat melindungi jerawat dari bakteri dan juga radikal bebas yang memperparah jerawat",g
Mask,Sleeping Mask,Berjerawat,SOMETHINC,Bee Power & Propolis Manuka Honey Sleeping Mask,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1659937023_PS_Bee_Pow_800x800.jpg,somethinc_beepower&propolismanukahoneysleepingmask,"Antioxidant: Tocopherol
Skin-identical ingredient: Glycerin","Aqua, Butylene Glycol, Pentylene Glycol, Trehalose, Ammonium Polyacryloyldimethyl Taurate, 1,2-Hexanediol, Polyglyceryl-4 Caprate, Glycerin, Disodium EDTA, Flavour, Honey (Manuka) Extract, Ethylhexylglycerin, Triethanolamine, Ethyl Hexanediol, Phenoxyethanol, Propolis Extract, Sodium Benzoate, Citric Acid, Potassium Sorbate, Bee Venom/​As Melittin, Beta-Carotene, Limonene, Tocopherol
","Sleeping mask somethinc merupakan skincare sleeping mask terbaik dengan superfood bee glow power: korean propolis, manuka honey, & bee venom yang secara intens memberi kelembaban & nutrisi di malam hari.",NA18220200561,Ya,,b,c,"memberi kelembaban & nutrisi di malam hari, memperkuat skin barrier, menenangkan jerawat dan mencerahkan","b,c,f"
Mask,Sleeping Mask,Berjerawat,Laneige,Cica Sleeping Mask,https://image.femaledaily.com/dyn/210/images/prod-pics/744ed2bbc3895860e73eb4220acfb6be.jpg,laneige_cicasleepingmask,"Anti-acne: Melaleuca Alternifolia (Tea Tree) Leaf Oil
Antioxidant: Asiaticoside, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Tocopherol
Skin-identical ingredient: Squalane, Glycerin
Soothing: Panthenol, Melaleuca Alternifolia (Tea Tree) Leaf Oil
","Water/​Aqua/​Eau, Propanediol, Cetyl Ethylhexanoate, Squalane, Hydrogenated Poly(C6-14 Olefin), Glycerin, Panthenol, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Glyceryl Stearate Citrate, 1,2-Hexanediol, Polyglyceryl-3 Methylglucose Distearate, Polyglyceryl-10 Stearate, Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Tauratecopolymer, Butylene Glycol, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Caprylate, Ethylhexylglycerin, Disodium EDTA, Asiaticoside, Madecassic Acid, Sorbitan Isostearate, Asiatic Acid, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Aureobasidium Pullulans Ferment, Chamaecyparis Obtusa Leaf Extract, Cymbopogon Martini Oil, Tocopherol","Cica Sleeping Mask, Masker penguat penghalang kulit, membantu meningkatkan kekuatan alami kulit untuk menciptakan kulit sehat yang tahan terhadap iritasi eksternal dengan efek pertumbuhan alami dari bahan cica yang kuat 'Ragi Hutan' selama waktu emas tidur",NA26190105463,Ya,,b,c,"membantu menghapus sel-sel kulit mati, meredakan jerawat dan beruntusan, membuat kulit halus dan kenyal, mengurasi kemerahan dan breakout, mencerakan wajah",d
Mask,Sleeping Mask,Berjerawat,Dorskin,Matcha Glow Dream Mask,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1614752290_Product_Ca_800x800.jpg,dorskin_matchaglowdreammask,"Antioxidant: Centella Asiatica Leaf Extract, Arbutin, Camellia Sinensis Leaf Extract
Skin brightening: Arbutin
Skin-identical ingredient: Glycerin
Soothing: Aloe Vera Leaf Extract, Centella Asiatica Leaf Extract, Camellia Sinensis Leaf Extract
","Aqua, Xanthan Gum, Propylene Glycol, Aloe Vera Leaf Extract, Butylene Glycol, Glycerin, Isononył Isononanoate, Paraffinum Liquidum, Centella Asiatica Leaf Extract, Ethyl Macadamiate, Arbutin, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Cetyl Alcohol, Cetearyl Alcohol, Glyceryl Stearate, PEG-40 Stearate, Ceteareth-20, Phenoxyethanol, Fragrance, Camellia Sinensis Leaf Extract","Masker ringan dengan antioksidan dan arbutin. Ini bekerja saat Anda tidur untuk menghidrasi secara mendalam, menenangkan, dan mencerahkan kulit.",NA18240200082,Ya,,b,c,"Membantu mencerahkan, melembabkan, menyehatkan kulit, menenangkan kulit iritasi, meningkatkan elastisitas kulit","a,b,d,f"
Mask,Nose Pack,Berjerawat,,,,_,,,,,Tidak,,b,c,,g
Mask,Mask Sheet,Berjerawat,Mediheal,Teatree Care Solution Essential Mask EX,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1671078566_488656e6_2_800x800.png,mediheal_teatreecaresolutionessentialmaskex,"Anti-acne: Melaleuca Alternifolia (Tea Tree) Leaf Oil (130 Ppm)
Antioxidant: Melaleuca Alternifolia (Tea Tree) Leaf Oil (130 Ppm)
Cell-communicating ingredient: Adenosine
Skin-identical ingredient: Glycerin, Arginine, Glycine, Aspartic Acid, Serine, Histidine, Alanine, Threonine, Proline
Soothing: Panthenol, Allantoin, Lactobacillus Ferment, Melaleuca Alternifolia (Tea Tree) Leaf Oil (130 Ppm)
","Water, Glycerin, 1,2-Hexanediol, Methylpropanediol, Propanediol, Hydroxyacetophenone, Melaleuca Alternifolia (Tea Tree) Leaf Extract (4,000 Ppm), Butylene Glycol, Panthenol, Allantoin, Betaine, Trehalose, Melaleuca Alternifolia (Tea Tree) Leaf Water (500 Ppm), Lactobacillus Ferment, Adenosine, Disodium EDTA, Carbomer, Melaleuca Alternifolia (Tea Tree) Leaf Oil (130 Ppm), Arginine, Octyldodeceth-16, Xanthan Gum, Glycine, Glutamic Acid, Aspartic Acid, 4-Terpineol (10 Ppm), Sodium Polyacrylate, Sodium Chloride, Serine, Histidine, Alanine, Threonine, Proline, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Magnesium Chloride, Calcium Chloride
",Masker lembaran yang mengandung komponen pohon teh untuk menenangkan kulit yang bermasalah dan teriritasi.,NA26200200427,Ya,,b,c,"Meredakan jerawat, menenangkan kulit yang mengalami iritasi dan menyegarkan kulit tanpa rasa lengket","e,f"
Mask,Mask Sheet,Berjerawat,NPURE,Cica Face Sheet Mask,https://image.femaledaily.com/dyn/210/images/prod-pics/c612f8a6c66ad78abd312cb22a301163.jpg,npure_cicafacesheetmask,"Anti-acne: Niacinamide, Salicylic Acid
Antioxidant: Caffeine
Cell-communicating ingredient: Niacinamide
Exfoliant: Salicylic Acid
Skin brightening: Niacinamide
Skin-identical ingredient: Glycerin
Soothing: Allantoin, Panthenol, Salicylic Acid
","Water, Centella Asiatica Leaf Water, Glycerin, Niacinamide, Dipropylene Glycol, Methylpropanediol, Betaine, PEG-40 Hydrogenated Castor Oil, Hydroxyacetophenone, Carbomer, Caffeine, Tromethamine, Allantoin, Caprylyl Glycol, Fragrance(Parfum), Ethylhexylglycerin, Xanthan Gum, 1,2-Hexanediol, Disodium EDTA, Panthenol, Salicylic Acid
","Masker ini akan membuat Anda terlihat jauh lebih baik dari sebelumnya merasa lebih bahagia, dan menakjubkan. Berkat ekstrak daun centella asiatica. Mari kita tenangkan sampai halus.",NA18200200849,Ya,,b,c,"Membantu menghilangkan bekas jerawat pada wajah
-Menenangkan peradangan kulit kemerahan (Acne Care)
-Membantu melembabkan wajah 
-Menyamarkan pori-pori pada wajah",b
Mask,Mask Sheet,Berjerawat,Erha,Acne Facial Mask,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1661743857_acne_facia_800x800.jpg,erha_acnefacialmask,"Anti-acne: Niacinamide
Antioxidant: Bakuchiol
Cell-communicating ingredient: Niacinamide, Bakuchiol
Skin brightening: Niacinamide
Skin-identical ingredient: Glycerin
Soothing: Aloe Barbadensis Juice, Salix Alba (Willow) Bark Extract
","Aqua, Butylene Glycol, Glycerin, Lecithin, Niacinamide, Aloe Barbadensis Juice, Hydroxyacetophenone, 1,2-Hexanediol, Streptococcus Thermophilus Ferment, Sodium Polyacrylate, Phenoxyethanol, Xanthan Gum, Salix Alba (Willow) Bark Extract, Hydrolyzed Rice Bran Extract, Magnolia Grandiflora Leaf Extract, Bakuchiol, Peucedanum Ostruthium Leaf Extract, Citric Acid, Potassium Sorbate, Sodium Benzoate
",Masker wajah untuk kulit berjerawat yang dapat menyerap minyak berlebih dan membersihkan kulit wajah.,"
NA47190205031",Ya,,b,c,"Menyerap minyak berlebih dan membersihkan kulit wajah, menghambat pertumbuhan bakteri penyebab jerawat",g
Mask,Wash-Off,Berjerawat,Wardah,Nature Daily Mineral+ Clarifying Clay Mask,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1610525074_clay_800x800.jpg,wardah_naturedailymineral+clarifyingclaymask,"Antioxidant: Tocopheryl Acetate
Skin-identical ingredient: Glycerin
Soothing: Hamamelis Virginiana (Witch Hazel) Leaf Extract, Aloe Barbadensis Leaf Extract
Sunscreen: Titanium Dioxide
","Aqua, Kaolin, Bentonite, PVP, Glycerin, Titanium Dioxide, Cellulose Gum, Mineral Oil (Paraffinum Liquidum), Polysorbate 60, DMDM Hydantoin, Sodium Lauryl Sulfate, Fragrance, Charcoal Powder, Butylene Glycol, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Caprae Lac Extract, Maltodextrin, Propylene Glycol, Aloe Barbadensis Leaf Extract, Potassium Sorbate, Sodium Benzoate, Ulva Lactuca Extract, Glycerin, Tocopheryl Acetate, Ci 77499","Angkat minyak berlebih, kulit terasa halus dan lembab",NA18180200469,Ya,,b,c,"Membantu mengangkat minyak berlebihan, membersihkan dan membuat kulit terasa halus serta membantu menjaga kelembaban kulit",g
Mask,Wash-Off,Berjerawat,Everpure,Sul-pure Acne Clearing Mask,https://image.femaledaily.com/dyn/210/images/prod-pics/product_1669880522_ACNE_CLEAR_800x800.jpg,everpure_sul-pureacneclearingmask,"Anti-acne: Sulfur, Salicylic Acid
Antioxidant: Centella Asiatica Extract, Tocopheryl Acetate
Exfoliant: Salicylic Acid
Skin-identical ingredient: Glycerin
Soothing: Centella Asiatica Extract, Salicylic Acid
Sunscreen: Zinc Oxide","Aqua, Kaolin, Glycerin, Bentonite, Ethyl Alcohol, Zinc Oxide, Sulfur, Polysorbate 20, Propylene Glycol, Sodium Carboxymethyl Cellulose, PVP, Centella Asiatica Extract, Salicylic Acid, Sodium Benzoate, Acrylates Copolymer, Polyacrylamide, DMDM Hydantoin, C13-14 Isoparaffin, Laureth-7, Tocopheryl Acetate, Sodium Hydroxide, Ci 77492, Ci 17200",Clay mask,NA18240200628,Ya,,b,c,"Membantu mengeksfoliasi kulit wajah, membersihkan kulit secara mendalam, serta melawan bakteri penyebab jerawat",g
